id_transaccion,id_usuario,monto_str,fecha_operacion,categoria_raw,tipo_movimiento
TXN000741,USR0014,$2000.26,2025/05/27,SUPERMERCADO,EGRESO
TXN000742,USR0012,"MXN 1,255.31",27/04/2025,Réstaurantes,debito
TXN000743,USR0028,"$6,367.13",15/08/2025,Educación!!,cargo
TXN000744,USR0011,"MXN 3,243.12",01-Feb-2025,Entreténimiento,Cargo
TXN000745,USR0002,"MXN 7,782.66",2025/12/15,EDUCACION,EGRESO
TXN000746,USR0027,"7,206.66 MXN",25-Dec-2025,Sálud#,debito
TXN000747,USR0020,"MXN 5,594.89",02/02/2026,SERVICIOS##,DB
TXN000748,USR0024,$4187.73,2025-04-20,transporte99,debito
TXN000749,USR0001,$4760.40,07-Jan-2026,educacion$,Cargo
TXN000750,USR0021,"$2,868.06",08-18-2025,educacion$,CARGO
TXN000751,USR0026,22886.78,01/11/2025,AHORRO**,CR
TXN000752,USR0019,"5,729.09 MXN",02-23-2025,TRANSPORTE#,debito
TXN000753,USR0023,MXN 701.48,08-Mar-2025,NOMINA**,CARGO
TXN000754,USR0019,$4175.61,27-Oct-2025,educacion$,EGRESO
TXN000755,USR0016,"MXN 1,197.55",31-Dec-2025,NOMINA**,Cargo
TXN000756,USR0023,"3,670.69 MXN",10-14-2025,Restaurántes,CARGO
TXN000757,USR0019,$370.24,07-10-2025,salud_medica,Cargo
TXN000758,USR0005,$23736.41,21/04/2025,ahorro_programado,abono
TXN000759,USR0028,$3369.72,17-Oct-2025,super-mercado,debito
TXN000760,USR0020,"MXN 6,107.51",25-Jan-2026,Tr@nsporte,debito
TXN000761,USR0020,$9656.45,2025-10-04,ahorro_programado,INGRESO
TXN000762,USR0028,$5672.31,2025-10-15,Tránsporte,debito
TXN000763,USR0002,"$20,011.17",2025/03/03,Áhorro,credito
TXN000764,USR0027,$21138.42,2025/07/25,Áhorro,credito
TXN000765,USR0006,$15558.04,2025-02-16,Nómina,INGRESO
TXN000766,USR0025,"1,276.11 MXN",2025/01/31,renta_mensual,EGRESO
TXN000767,USR0004,$1182.56,2025-07-12,Entreténimiento,cargo
TXN000768,USR0016,"$6,031.50",2025-05-18,EDUCACION,EGRESO
TXN000769,USR0014,$7314.19,2025/10/11,Restaurántes,CARGO
TXN000770,USR0010,6678.17,15/04/2025,AHORRO**,CR
TXN000771,USR0014,"MXN 3,641.35",,educacion$,CARGO
TXN000772,USR0016,"MXN 4,803.05",29/06/2025,salud_medica,DB
TXN000773,USR0010,"3,192.67 MXN",2026/01/07,renta_mensual,CARGO
TXN000774,USR0026,$7077.26,21-Jan-2026,ENTRETENIMIENTO!!,cargo
TXN000775,USR0015,"$23,280.36",08-Nov-2025,Áhorro,Abono
TXN000776,USR0029,"$6,111.60",2025-11-29,servicios_basicos,debito
TXN000777,USR0022,2856.31,03-Jul-2025,RENTA,EGRESO
TXN000778,USR0004,,05/01/2025,servicios_basicos,Cargo
TXN000779,USR0012,$765.23,03/01/2026,RESTAURANTES!,debito
TXN000780,USR0016,"MXN 8,921.74",02-26-2025,ahorro_programado,CR
TXN000781,USR0024,"$17,059.45",29/10/2025,ahorro_programado,Abono
TXN000782,USR0008,"5,844.75 MXN",2025-12-14,educacion$,cargo
TXN000783,USR0029,$65.54,15-Jun-2025,SERVICIOS##,EGRESO
TXN000784,USR0012,"6,084.22 MXN",01-25-2025,EDUCACION,DB
TXN000785,USR0011,"7,046.78 MXN",20-Dec-2025,Renta$$,CARGO
TXN000786,USR0003,$271.59,10-31-2025,renta_mensual,EGRESO
TXN000787,USR0027,"6,581.99 MXN",2025/02/07,Súpermercado,debito
TXN000788,USR0003,$7337.88,2025-12-22,SUPERMERCADO,EGRESO
TXN000789,USR0020,"$18,551.29",31-May-2025,Nóminá,credito
TXN000790,USR0020,12678.40,2025-11-14,AHORRO**,INGRESO
TXN000791,USR0017,"$4,723.12",2025/01/07,entretenimiento$$,CARGO
TXN000792,USR0019,$5117.04,04-Aug-2025,Tr@nsporte,cargo
TXN000793,USR0005,$4696.95,2025/06/09,SALUD**,debito
TXN000794,USR0012,"4,165.56 MXN",30/01/2025,Supermercádo!!,DB
TXN000795,USR0030,"6,292.85 MXN",08-Dec-2025,Réstaurantes,cargo
TXN000796,USR0011,"MXN 11,572.38",22-Jan-2025,Áhorro,ABONO
TXN000797,USR0015,"MXN 14,614.92",,,abono
TXN000798,USR0012,$4459.80,14/08/2025,super-mercado,Cargo
TXN000799,USR0006,"7,088.79 MXN",2025/06/23,RESTAURANTES!,DB
TXN000800,USR0030,216.90 MXN,2025-07-14,renta_mensual,DB
